5.478478633706217948e+01,-4.975148074567155021e+01,1.569859721296739252e+01,3.614726510019839623e+01,-2.034982022551777447e+01,-4.929641601386665073e+00,-1.269524314307251167e+01,-8.596662243478752075e-01,8.324679961474490852e+00,-1.898635427634365769e+01,6.142670782088650583e+00,-6.287372276958156192e+01,-4.244296436556870589e+01
5.495127509638405172e+01,-4.958950169826472631e+01,1.537418489223071916e+01,3.621680871204723928e+01,-2.117087816893427643e+01,-5.169242061359275553e+00,-1.334431359337857792e+01,-1.096780266784914470e+00,8.225083736378117294e+00,-1.802691482279816171e+01,5.953150827740040896e+00,-6.330077154052477795e+01,-4.274912442566986215e+01
5.512977390591026250e+01,-4.943400935793124518e+01,1.503001540025515581e+01,3.631590634946829255e+01,-2.202201491702506431e+01,-5.406283091316485212e+00,-1.397396924116039330e+01,-1.295044533353436833e+00,8.128296422007721844e+00,-1.709504335520905727e+01,5.745209547497851510e+00,-6.368613256893316077e+01,-4.306758580179576512e+01
5.532341915718433967e+01,-4.928567993528807989e+01,1.467016604612891051e+01,3.644622504964988252e+01,-2.289874673723347343e+01,-5.640021358578802158e+00,-1.458431138024058171e+01,-1.452917849144626405e+00,8.038353578585324399e+00,-1.619215004364027877e+01,5.517766278246608813e+00,-6.402835940037670071e+01,-4.339684083361795786e+01
5.553520565027120170e+01,-4.914515536402205953e+01,1.429869460879865528e+01,3.660907452344001456e+01,-2.379676889911269200e+01,-5.869750131586265240e+00,-1.517550015006678876e+01,-1.569085817503669489e+00,7.959269756004874630e+00,-1.531936489004284851e+01,5.269632046735623909e+00,-6.432621906742687656e+01,-4.373523337372872533e+01
5.576795753093992403e+01,-4.901301594438131559e+01,1.391961544641443282e+01,3.680541205123942916e+01,-2.471199348619965264e+01,-6.094806553659099180e+00,-1.574771732656321532e+01,-1.642452729447354987e+00,7.894993710148472843e+00,-1.447755993055286083e+01,4.999509209027728218e+00,-6.457869654890872368e+01,-4.408096149289619348e+01
5.602430206537199098e+01,-4.888975991492160489e+01,1.353687252659479689e+01,3.703584919564762856e+01,-2.564057812726405672e+01,-6.314576351866659110e+00,-1.630113367114952183e+01,-1.672136114387587025e+00,7.849355315056136817e+00,-1.366736889869618921e+01,4.705990592116955362e+00,-6.478500112671628131e+01,-4.443208901355657048e+01
5.630664654403137348e+01,-4.877578877747008335e+01,1.315430769677831790e+01,3.730065902413088708e+01,-2.657894718926551647e+01,-6.528497475414978268e+00,-1.683588296415269880e+01,-1.657466625975297259e+00,7.826005081763887539e+00,-1.288920264456630704e+01,4.387561860424735727e+00,-6.494457492947663013e+01,-4.478656579990173014e+01
5.661715941407527453e+01,-4.867139707375086743e+01,1.277562418012068690e+01,3.759978480167670511e+01,-2.752380623887398770e+01,-6.736063451006115699e+00,-1.735204381352294689e+01,-1.597992968904192512e+00,7.828351087625587290e+00,-1.214326006763741361e+01,4.042610835548901882e+00,-6.505710263390457726e+01,-4.514225369182660330e+01
5.695775633930945503e+01,-4.857676601091121427e+01,1.240434779841104174e+01,3.793285169758685527e+01,-2.847214976424801591e+01,-6.936826117255396440e+00,-1.784962838159139054e+01,-1.493489111904153788e+00,7.859500475647737794e+00,-1.142953682888992617e+01,3.669445214394899679e+00,-6.512252054768329401e+01,-4.549695348951110674e+01
5.733009115801517908e+01,-4.849196038328589964e+01,1.204378949022885337e+01,3.829918150102179197e+01,-2.942126200207800224e+01,-7.130397341456445659e+00,-1.832857597249173409e+01,-1.343960946993281613e+00,7.922210652772102790e+00,-1.074783485630361390e+01,3.266318187494915204e+00,-6.514102209933561483e+01,-4.584842937741088775e+01
5.773555135580122766e+01,-4.841692773806177996e+01,1.169701207895329809e+01,3.869780866933610497e+01,-3.036871118188371099e+01,-7.316450538790096658e+00,-1.878874996073711756e+01,-1.149651526511742627e+00,8.018850757900803927e+00,-1.009777480036059849e+01,2.831461098807068311e+00,-6.511305630994434068e+01,-4.619442913591576882e+01
5.817525748379944872e+01,-4.835149857394410589e+01,1.136680370008218333e+01,3.912749563836483446e+01,-3.131233782143483069e+01,-7.494723656583095917e+00,-1.922993746430323370e+01,-9.110459037673359628e-01,8.151371273402105544e+00,-9.478812441803555089e+00,2.363122531567529716e+00,-6.503931794484331874e+01,-4.653269996291386690e+01
5.865006571184863304e+01,-4.829538637940702728e+01,1.105566013945587045e+01,3.958674629241607335e+01,-3.225023799413668968e+01,-7.665024302532540190e+00,-1.965185123041545268e+01,-6.288765835128460324e-01,8.321280863545164053e+00,-8.890257733411718988e+00,1.859613083844481540e+00,-6.492073133276610974e+01,-4.686100101293443032e+01
5.916057282960057506e+01,-4.824818671954133009e+01,1.076577715529419521e+01,4.007381807562424569e+01,-3.318074311547376709e+01,-7.827235831930378751e+00,-2.005413302499666273e+01,-3.041290181019162819e-01,8.529631570633160464e+00,-8.331292165843048991e+00,1.319354887292593315e+00,-6.475843117169644358e+01,-4.717711462742870765e+01
5.970712357254216585e+01,-4.820937586279511322e+01,1.049905162425334382e+01,4.058673413837353650e+01,-3.410239781535504733e+01,-7.981322752810873666e+00,-2.043635840931331060e+01,6.195481986013795517e-02,8.777013260361943736e+00,-7.800979894403981874e+00,7.409351732248454780e-01,-6.455374252000305546e+01,-4.747885758712327942e+01
6.028982039560392536e+01,-4.817830989601567637e+01,1.025708886872677006e+01,4.112329665755107300e+01,-3.501393639265334201e+01,-8.127335331630524351e+00,-2.079804398471441829e+01,4.678766881162217395e-01,9.063556869774771485e+00,-7.298271516809233361e+00,1.231631755784903248e-01,-6.430816080943907309e+01,-4.776409240222181296e+01
6.090853551314303616e+01,-4.815422343411641748e+01,1.004121359211327835e+01,4.168110180623104810e+01,-3.591425726550076547e+01,-8.265414420715551103e+00,-2.113865875648845361e+01,9.118867462618325259e-01,9.388945685718233847e+00,-6.822003218613364339e+00,-5.348716312281558416e-01,-6.402333231234595701e+01,-4.803073848348606845e+01
6.156292465445509521e+01,-4.813622521024068845e+01,9.852482260593593111e+00,4.225755638183880336e+01,-3.680239460510988181e+01,-8.395796434401701092e+00,-2.145764014376029394e+01,1.391992239826614686e+00,9.752434689604696061e+00,-6.370895002066927049e+00,-1.233743441094054205e+00,-6.370103543307916993e+01,-4.827678392992398670e+01
6.225244201039608782e+01,-4.812328878328838755e+01,9.691694533927652344e+00,4.284989553475311652e+01,-3.767748710416349667e+01,-8.518816954535616048e+00,-2.175441333393762733e+01,1.905969870527964183e+00,1.015287838329171777e+01,-5.943550314574700622e+00,-1.973639285658516762e+00,-6.334316330839565978e+01,-4.850029972501572928e+01
6.297635648901409411e+01,-4.811423939805695937e+01,9.559401607669432366e+00,4.345520049252724704e+01,-3.853874559426840563e+01,-8.634911891786588356e+00,-2.202841216038831007e+01,2.451382068965493488e+00,1.058876564575511736e+01,-5.538458157536030768e+00,-2.754314649416190086e+00,-6.295170847141655202e+01,-4.869945875918121203e+01
6.373376953419037250e+01,-4.810774013803302296e+01,9.455911591749678990e+00,4.407041589126674097e+01,-3.938542318772508821e+01,-8.744616169146819828e+00,-2.227910041576661371e+01,3.025597476315836420e+00,1.105825730361640957e+01,-5.153998433018202263e+00,-3.575055073059513866e+00,-6.252874977993526784e+01,-4.887256109262833803e+01
6.452363329106867695e+01,-4.810228114098246266e+01,9.381294995466735287e+00,4.469236832707204599e+01,-4.021679203906263922e+01,-8.848559427223637641e+00,-2.250599332374429906e+01,3.625815051354226437e+00,1.155922181607512655e+01,-4.788450895408490560e+00,-4.434642371137075934e+00,-6.207644014636973395e+01,-4.901806400888864346e+01
6.534476689330497834e+01,-4.809617540780282496e+01,9.335394013487185561e+00,4.531778846382434267e+01,-4.103212911850164346e+01,-8.947457256481403221e+00,-2.270867942686045282e+01,4.249089898203479265e+00,1.208926704012694309e+01,-4.440007914819066315e+00,-5.331323514466715707e+00,-6.159699267056414840e+01,-4.913461308323209664e+01
6.619587015670261110e+01,-4.808756398849353531e+01,9.317837006342955419e+00,4.594333714791839895e+01,-4.183071115770914616e+01,-9.042097161459812682e+00,-2.288684293482079823e+01,4.892358555406174148e+00,1.264576841900013626e+01,-4.106791823487932369e+00,-6.262780520541740614e+00,-6.109266440492046968e+01,-4.922107083576668884e+01
6.707553581358338590e+01,-4.807443236143873122e+01,9.328056706866487247e+00,4.656563390565355576e+01,-4.261181782885670088e+01,-9.133320372261307440e+00,-2.304028526390219156e+01,5.552462186110137310e+00,1.322589486035595385e+01,-3.786877684705474145e+00,-7.226101054056783823e+00,-6.056573961209427637e+01,-4.927654169851484056e+01
6.798226142327175126e+01,-4.805463868836281449e+01,9.365309427791583374e+00,4.718128593674586568e+01,-4.337474199810063169e+01,-9.222001473405374128e+00,-2.316894304116659598e+01,6.226166553298154049e+00,1.382663361276678238e+01,-3.478321147868401297e+00,-8.217750544329572193e+00,-6.001851492887779216e+01,-4.930039388732697603e+01
6.891446178619329999e+01,-4.802595253522273566e+01,9.428692818218351590e+00,4.778691617881072773e+01,-4.411880546521795310e+01,-9.309027289552362916e+00,-2.327289961097686444e+01,6.910177655003324482e+00,1.444481423515866680e+01,-3.179189788031400177e+00,-9.233546673438681296e+00,-5.945328731494748808e+01,-4.929227899134338031e+01
6.987048305119914460e+01,-4.798609984083137903e+01,9.517160560694744476e+00,4.837918916869790564e+01,-4.484337812725122774e+01,-9.395275728597313858e+00,-2.335238858289568498e+01,7.601152422226371108e+00,1.507712979011669141e+01,-2.887596150717156362e+00,-1.026863741986805323e+01,-5.887234369183164517e+01,-4.925214862002020766e+01
